currTime,TotalEnergyConsumption,TotalEnvCost
1686595,3106860,1305220
1686646,3106955,1305230
1686696,3107045,1305240
1686815,3107265,1305260
1686888,3107395,1305275
1686975,3107555,1305290
1687084,3107755,1305310
1687089,3107765,1305310
1687135,3107850,1305320
1687242,3108050,1305340
1687350,3108245,1305360
1687525,3108570,1305390
1687526,3108570,1305390
1687549,3108610,1305395
1687612,3108730,1305405
1688379,3110110,1305545
1688397,3110145,1305550
1688400,3110150,1305550
1688405,3110155,1305550
1688412,3110170,1305550
1688518,3110365,1305570
1688530,3110385,1305575
1688659,3110625,1305595
1688677,3110655,1305600
1689111,3111450,1305680
1689115,3111455,1305680
1689149,3111515,1305685
1689395,3111955,1305730
1689497,3112140,1305750
1689636,3112390,1305775
1689833,3112745,1305810
1690003,3113050,1305840
1690127,3113275,1305860
1690177,3113365,1305870
1690212,3113425,1305875
1690579,3114080,1305940
1690600,3114120,1305945
1690602,3114120,1305945
1690804,3114485,1305985
1690921,3114700,1306005
1691114,3115045,1306040
1691176,3115155,1306050
1691228,3115250,1306060
1691279,3115340,1306070
1691298,3115375,1306070
1691473,3115695,1306105
1691478,3115705,1306105
1691493,3115730,1306105
1691532,3115805,1306115
1691571,3115875,1306120
1691582,3115895,1306125
1691602,3115935,1306130
1691730,3116175,1306150
1691818,3116345,1306170
1691868,3116440,1306180
1692145,3116960,1306230
1692171,3117005,1306235
1692196,3117055,1306240
1692389,3117415,1306275
1692497,3117620,1306295
1692536,3117690,1306305
1692609,3117830,1306315
1692844,3118260,1306360
1692981,3118510,1306385
1692998,3118545,1306390
1693361,3119205,1306455
1693403,3119285,1306460
1693422,3119320,1306465
1693581,3119605,1306495
1693626,3119690,1306505
1693642,3119720,1306505
1693649,3119730,1306505
1693733,3119890,1306525
1693787,3119990,1306535
1693882,3120170,1306550
1693896,3120195,1306555
1693917,3120235,1306560
1693957,3120310,1306565
1694114,3120605,1306595
1694270,3120895,1306625
1694274,3120905,1306625
1694319,3120990,1306635
1694351,3121045,1306640
1694357,3121060,1306640
1694506,3121340,1306670
1694527,3121375,1306670
1694529,3121380,1306670
1694669,3121645,1306700
1694708,3121715,1306705
1694751,3121800,1306715
1694784,3121860,1306720
1694946,3122165,1306750
1695037,3122335,1306770
1695179,3122600,1306795
1695184,3122610,1306795
1695246,3122720,1306805
1695357,3122930,1306825
1695391,3122990,1306835
1695454,3123110,1306845
1695526,3123245,1306860
1695585,3123355,1306870
1695709,3123585,1306895
1695797,3123750,1306910
1695953,3124040,1306940
1696148,3124400,1306975
1696180,3124460,1306980
1696264,3124615,1306995
1696292,3124665,1307000
1696317,3124715,1307005
1696457,3124975,1307030
1696499,3125055,1307040
1696512,3125080,1307040
1696549,3125150,1307050
1696611,3125270,1307060
1696615,3125280,1307060
1696664,3125370,1307070
1696710,3125460,1307080
1696755,3125545,1307090
1696756,3125545,1307090
1697254,3126465,1307180
1697405,3126740,1307210
1697406,3126740,1307210
1697569,3127035,1307240
1697579,3127055,1307240
1697607,3127105,1307245
1697683,3127245,1307260
1697757,3127380,1307270
1697853,3127560,1307290
1697876,3127600,1307295
1697943,3127720,1307305
1698140,3128080,1307340
1698143,3128085,1307345
1698310,3128390,1307375
1698485,3128710,1307405
1698605,3128930,1307425
1698695,3129095,1307445
1698699,3129100,1307445
1698849,3129375,1307470
1698918,3129505,1307485
1698980,3129620,1307495
1699122,3129880,1307520
1699233,3130085,1307545
1699332,3130270,1307560
1699425,3130440,1307580
1699699,3130940,1307630
1699763,3131055,1307640
1699843,3131200,1307655
1699911,3131325,1307665
1699918,3131340,1307670
1700041,3131565,1307690
1700081,3131640,1307700
1700278,3132010,1307735
1700431,3132285,1307765
1700466,3132350,1307770
1700695,3132770,1307810
1700703,3132785,1307815
1700792,3132950,1307830
1700889,3133130,1307845
1700990,3133315,1307865
1701115,3133545,1307890
1701172,3133650,1307900
1701419,3134095,1307945
1701444,3134140,1307950
1701451,3134155,1307950
1701893,3134950,1308030
1702038,3135205,1308055
1702063,3135250,1308060
1702161,3135430,1308075
1702232,3135555,1308090
1702274,3135635,1308100
1702403,3135870,1308120
1702436,3135930,1308125
1702483,3136015,1308135
1702555,3136150,1308150
1702597,3136225,1308155
1702645,3136315,1308165
1702669,3136360,1308170
1702798,3136600,1308195
1702818,3136640,1308200
1702902,3136795,1308215
1702949,3136885,1308225
1702965,3136915,1308225
1703057,3137090,1308245
1703097,3137170,1308250
1703105,3137185,1308255
1703122,3137215,1308255
1703248,3137455,1308280
1703283,3137525,1308285
1703319,3137590,1308295
1703448,3137840,1308320
1703657,3138230,1308355
1703945,3138755,1308410
1704463,3139680,1308500
1704726,3140150,1308550
1704736,3140165,1308550
1704823,3140325,1308565
1705124,3140860,1308620
1705143,3140895,1308625
1705166,3140935,1308630
1705168,3140940,1308630
1705511,3141560,1308690
1705541,3141615,1308695
1705588,3141700,1308705
1705642,3141800,1308715
1706317,3143020,1308835
1706442,3143240,1308860
1706475,3143300,1308865
1706524,3143385,1308875
1706591,3143510,1308885
1706657,3143625,1308895
1706686,3143680,1308900
1706731,3143765,1308910
1706741,3143780,1308910
1706754,3143805,1308915
1706913,3144100,1308945
1707064,3144385,1308970
1707116,3144480,1308980
1707136,3144515,1308985
1707204,3144645,1309000
1707272,3144770,1309010
1707285,3144795,1309015
1707392,3144995,1309035
1707560,3145305,1309065
1707607,3145390,1309075
1707741,3145635,1309100
1707896,3145925,1309125
1707919,3145965,1309130
1708086,3146280,1309160
1708102,3146310,1309165
1708183,3146460,1309180
1708200,3146495,1309185
1708347,3146775,1309210
1708441,3146955,1309230
1708658,3147360,1309270
1708686,3147410,1309275
1708706,3147450,1309280
1708750,3147530,1309285
1708779,3147585,1309295
1709132,3148265,1309360
1709190,3148375,1309370
1709228,3148445,1309380
1709294,3148575,1309390
1709297,3148580,1309390
1709390,3148755,1309410
1709502,3148970,1309430
1709510,3148985,1309435
1709517,3149000,1309435
1709671,3149295,1309465
1709719,3149390,1309475
1709955,3149840,1309520
1710310,3150490,1309585
1710791,3151350,1309670
1711028,3151775,1309710
1711277,3152220,1309755
1711349,3152350,1309770
1711630,3152855,1309820
1711880,3153310,1309865
1712026,3153575,1309890
1712677,3154725,1310005
1712792,3154930,1310025
1712815,3154970,1310030
1712817,3154975,1310030
1712912,3155145,1310050
1712919,3155160,1310050
1713286,3155825,1310115
1713307,3155865,1310120
1713339,3155925,1310125
1713442,3156115,1310145
1713587,3156385,1310175
1713627,3156460,1310180
1713644,3156495,1310185
1713673,3156550,1310190
1713682,3156565,1310190
1713834,3156850,1310220
1714082,3157315,1310265
1714118,3157380,1310270
1714187,3157510,1310285
1714239,3157605,1310295
1714301,3157720,1310305
1714453,3158005,1310335
1714470,3158035,1310340
1714567,3158215,1310355
1714573,3158225,1310355
1714804,3158650,1310400
1714817,3158675,1310400
1714895,3158815,1310415
1714916,3158855,1310420
1715167,3159315,1310465
1715238,3159445,1310480
1715469,3159865,1310520
1715484,3159895,1310525
1716004,3160825,1310615
1716033,3160875,1310620
1716236,3161240,1310660
1716345,3161435,1310680
1716572,3161845,1310720
1716704,3162085,1310745
1716822,3162300,1310765
1716840,3162335,1310770
1716912,3162470,1310780
1717020,3162670,1310800
1717270,3163135,1310845
1717380,3163335,1310870
1717527,3163605,1310895
1717553,3163650,1310900
1717603,3163740,1310910
1717697,3163915,1310925
1717732,3163980,1310930
1718006,3164480,1310980
1718122,3164695,1311005
1718254,3164935,1311025
1718444,3165275,1311060
1718580,3165525,1311085
1718632,3165620,1311095
1718640,3165635,1311100
1718656,3165665,1311100
1718703,3165750,1311110
1718715,3165775,1311110
1718756,3165850,1311120
1718822,3165975,1311130
1718825,3165980,1311130
1718861,3166050,1311140
1719029,3166375,1311170
1719102,3166515,1311185
1719261,3166815,1311215
1719356,3166990,1311235
1719363,3167005,1311235
1719381,3167040,1311240
1719542,3167350,1311270
1719856,3167930,1311325
1719864,3167945,1311330
1719939,3168080,1311340
1719943,3168090,1311345
1720087,3168355,1311370
1720316,3168780,1311410
1720352,3168850,1311420
1720430,3168995,1311435
1720469,3169065,1311440
1720561,3169240,1311460
1720573,3169260,1311460
1720578,3169270,1311460
1720598,3169310,1311465
1720599,3169310,1311465
1720682,3169470,1311480
1720777,3169650,1311500
1720836,3169760,1311510
1720946,3169970,1311530
1721037,3170140,1311550
1721094,3170245,1311560
1721236,3170515,1311585
1721254,3170550,1311590
1721342,3170715,1311605
1721454,3170925,1311625
1721527,3171065,1311640
1721709,3171410,1311675
1721772,3171530,1311685
1721973,3171915,1311725
1722071,3172100,1311745
1722109,3172170,1311750
1722295,3172525,1311785
1722418,3172755,1311810
1722441,3172795,1311815
1722481,3172875,1311820
1722496,3172900,1311825
1722509,3172925,1311825
1722671,3173230,1311855
1722783,3173435,1311880
1722785,3173440,1311880
1722820,3173505,1311885
1722837,3173535,1311890
1723024,3173885,1311925
1723196,3174205,1311955
1723274,3174350,1311970
1723324,3174445,1311980
1723429,3174640,1312000
1723454,3174685,1312005
1723604,3174970,1312030
1723626,3175010,1312035
1723655,3175065,1312040
1723779,3175300,1312065
1723799,3175340,1312070
1723951,3175635,1312100
1723967,3175665,1312100
1724155,3176025,1312135
1724248,3176200,1312155
1724439,3176555,1312190
1724506,3176675,1312200
1724549,3176760,1312210
1724561,3176780,1312210
1724575,3176805,1312215
1724603,3176860,1312220
1724606,3176865,1312220
1724841,3177310,1312265
1724853,3177335,1312270
1724927,3177475,1312280
1725043,3177700,1312305
1725113,3177835,1312320
1725141,3177885,1312325
1725166,3177935,1312330
1725436,3178445,1312380
1725446,3178460,1312380
1725524,3178610,1312395
1725560,3178680,1312400
1725577,3178710,1312405
1725625,3178800,1312415
1725692,3178930,1312425
1725755,3179045,1312440
1725775,3179085,1312445
1725789,3179110,1312445
1725812,3179155,1312450
1725817,3179160,1312450
1725868,3179260,1312460
1725919,3179360,1312470
1726050,3179605,1312495
1726114,3179725,1312505
1726209,3179905,1312525
1726603,3180625,1312595
1726622,3180660,1312600
1726695,3180795,1312615
1726903,3181175,1312650
1726926,3181220,1312655
1727064,3181475,1312680
1727290,3181895,1312725
1727518,3182315,1312765
1727548,3182370,1312770
1727735,3182705,1312805
1727996,3183180,1312850
1728222,3183585,1312895
1728247,3183630,1312895
1728267,3183665,1312900
1728366,3183845,1312920
1728778,3184595,1312995
1728788,3184610,1312995
1729124,3185225,1313055
1729138,3185250,1313060
1729182,3185335,1313070
1729190,3185350,1313070
1729251,3185465,1313080
1729262,3185485,1313085
1729395,3185735,1313110
1729426,3185795,1313115
1729772,3186430,1313175
1729849,3186565,1313190
1729873,3186610,1313195
1729879,3186620,1313195
1730093,3187015,1313235
1730195,3187200,1313255
1730334,3187455,1313280
1730519,3187790,1313315
1730668,3188060,1313340
1730776,3188255,1313360
1730800,3188300,1313365
1730814,3188325,1313365
1730832,3188355,1313370
1730856,3188400,1313375
1731106,3188870,1313420
1731136,3188925,1313425
1731331,3189290,1313465
1731360,3189345,1313470
1731362,3189345,1313470
1731405,3189430,1313475
1731429,3189475,1313480
1731856,3190275,1313560
1731927,3190405,1313575
1732196,3190895,1313625
1732213,3190930,1313625
1732229,3190955,1313630
1732279,3191050,1313640
1732407,3191285,1313665
1732578,3191605,1313695
1732652,3191740,1313710
1732694,3191820,1313715
1732911,3192220,1313755
1732958,3192305,1313765
1732961,3192310,1313765
1733168,3192685,1313805
1733366,3193045,1313840
1733452,3193205,1313855
1733453,3193205,1313855
1733490,3193275,1313860
1733494,3193280,1313860
1733703,3193670,1313900
1733895,3194015,1313935
1733917,3194060,1313940
1734084,3194365,1313970
1734116,3194420,1313975
1734336,3194830,1314015
1734378,3194905,1314025
1734385,3194920,1314025
1734401,3194950,1314030
1734504,3195140,1314050
1734541,3195210,1314055
1734598,3195320,1314065
1734677,3195470,1314080
1734785,3195675,1314100
1735039,3196150,1314150
1735161,3196375,1314170
1735375,3196765,1314210
1735484,3196960,1314230
1735503,3196995,1314235
1735670,3197305,1314265
1735694,3197345,1314270
1735838,3197610,1314295
1735904,3197730,1314305
1736023,3197950,1314330
1736124,3198130,1314345
1736158,3198195,1314355
1736285,3198425,1314375
1736294,3198440,1314380
1736298,3198450,1314380
1736391,3198620,1314395
1736760,3199295,1314465
1736897,3199545,1314490
1736929,3199600,1314495
1737094,3199905,1314525
1737275,3200235,1314560
1737615,3200860,1314620
1737626,3200880,1314620
1737866,3201320,1314665
1737873,3201330,1314665
1738028,3201620,1314695
1738069,3201695,1314705
1738096,3201745,1314710
1738145,3201840,1314720
1738217,3201975,1314730
1738337,3202200,1314755
1738394,3202305,1314765
1738523,3202545,1314790
1738668,3202810,1314815
1738899,3203235,1314860
1738951,3203330,1314865
1738994,3203410,1314875
1739033,3203480,1314880
1739069,3203550,1314890
1739270,3203915,1314925
1739314,3203995,1314935
1739421,3204190,1314955
1739499,3204330,1314965
1739538,3204405,1314975
1739578,3204475,1314980
1739891,3205050,1315040
1739895,3205055,1315040
1739953,3205165,1315050
1740095,3205425,1315075
1740103,3205440,1315080
1740239,3205695,1315105
1740356,3205910,1315125
1740406,3206005,1315135
1740525,3206225,1315155
1740571,3206310,1315165
1740662,3206475,1315180
1740893,3206890,1315225
1740950,3206995,1315235
1740984,3207055,1315240
1741058,3207190,1315255
1741100,3207265,1315260
1741185,3207420,1315275
1741271,3207580,1315290
1741301,3207635,1315300
1741384,3207790,1315315
1741441,3207895,1315325
1741448,3207910,1315325
1741526,3208055,1315340
1741538,3208075,1315340
1741559,3208120,1315345
1741570,3208140,1315350
1741628,3208250,1315360
1741679,3208350,1315370
1741724,3208435,1315380
1741756,3208500,1315385
1741912,3208805,1315415
1742086,3209135,1315450
1742250,3209440,1315480
1742471,3209855,1315520
1742518,3209940,1315530
1742709,3210300,1315565
1742771,3210420,1315575
1743078,3211000,1315635
1743175,3211180,1315650
1743376,3211550,1315690
1743499,3211770,1315710
1743523,3211815,1315715
1743571,3211905,1315725
1743577,3211915,1315725
1743616,3211985,1315735
1743662,3212070,1315740
1743665,3212080,1315740
1743901,3212515,1315785
1744092,3212865,1315820
1744225,3213105,1315845
1744234,3213125,1315845
1744370,3213375,1315870
1744382,3213395,1315875
1744493,3213595,1315895
1744614,3213820,1315915
1744648,3213880,1315920
1744778,3214120,1315945
1744910,3214355,1315970
1744991,3214505,1315985
1745000,3214520,1315985
1745151,3214795,1316015
1745180,3214845,1316020
1745202,3214885,1316025
1745379,3215210,1316055
1745485,3215405,1316075
1745612,3215640,1316100
1745674,3215755,1316110
1745776,3215940,1316130
1745843,3216065,1316140
1745968,3216295,1316165
1745989,3216335,1316170
1746318,3216945,1316230
1746425,3217140,1316250
1746520,3217315,1316265
1746546,3217360,1316270
1746778,3217785,1316315
1746813,3217850,1316320
1746869,3217950,1316330
1746956,3218110,1316345
1746962,3218125,1316345
1747043,3218275,1316360
1747075,3218335,1316370
1747322,3218795,1316415
1747417,3218975,1316430
1747451,3219035,1316440
1747624,3219355,1316470
1747627,3219365,1316470
1747671,3219445,1316480
1747724,3219540,1316490
1747870,3219810,1316515
1748032,3220105,1316545
1748056,3220150,1316550
1748141,3220310,1316565
1748212,3220440,1316580
1748217,3220450,1316580
1748392,3220775,1316610
1748426,3220840,1316620
1748548,3221070,1316640
1748609,3221185,1316655
1748698,3221355,1316670
1748748,3221450,1316680
1749339,3222535,1316790
1749531,3222885,1316825
1749591,3222995,1316835
1749619,3223045,1316840
1749665,3223130,1316845
1749693,3223185,1316855
1749733,3223260,1316860
1749817,3223420,1316875
1749874,3223525,1316885
1749956,3223680,1316900
1750008,3223780,1316910
1750031,3223820,1316915
1750042,3223845,1316920
1750043,3223845,1316920
1750100,3223955,1316930
1750206,3224165,1316950
1750285,3224320,1316965
1750393,3224535,1316990
1750443,3224630,1316995
1750461,3224665,1317000
1750529,3224800,1317015
1750613,3224965,1317030
1750630,3224995,1317035
1750778,3225280,1317060
1750824,3225370,1317070
1750873,3225465,1317080
1751096,3225885,1317125
1751159,3226005,1317135
1751256,3226190,1317155
1751358,3226380,1317170
1751370,3226400,1317175
1751428,3226510,1317185
1751535,3226715,1317205
1751539,3226720,1317205
1751673,3226970,1317230
1751745,3227100,1317245
1751776,3227160,1317250
1751911,3227410,1317275
1752022,3227615,1317295
1752236,3228010,1317335
1752258,3228055,1317340
1752343,3228210,1317355
1752458,3228420,1317375
1752530,3228555,1317390
1752560,3228610,1317395
1752833,3229115,1317445
1752840,3229125,1317445
1752910,3229255,1317460
1753074,3229555,1317490
1753079,3229565,1317490
1753092,3229590,1317495
1753141,3229680,1317500
1753163,3229720,1317505
1753421,3230205,1317555
1754015,3231265,1317660
1754126,3231460,1317680
1754158,3231520,1317685
1754244,3231675,1317700
1754332,3231830,1317715
1754343,3231850,1317720
1754363,3231890,1317725
1754421,3231995,1317735
1754604,3232330,1317765
1754800,3232690,1317805
1754932,3232930,1317825
1754967,3232995,1317835
1755117,3233265,1317860
1755171,3233365,1317870
1755258,3233525,1317885
1755581,3234115,1317945
1755604,3234155,1317950
1755629,3234200,1317955
1755630,3234205,1317955
1755857,3234620,1317995
1755859,3234625,1317995
1756220,3235295,1318065
1756303,3235445,1318080
1756309,3235455,1318080
1756368,3235565,1318090
1756416,3235650,1318100
1756643,3236075,1318140
1756847,3236445,1318180
1756955,3236640,1318200
1757004,3236730,1318205
1757172,3237035,1318240
1757255,3237185,1318255
1757318,3237300,1318265
1757668,3237930,1318325
1757721,3238025,1318335
1757781,3238130,1318345
1757895,3238335,1318370
1758052,3238620,1318395
1758190,3238865,1318420
1758213,3238910,1318425
1758237,3238950,1318430
1758247,3238970,1318430
1758311,3239085,1318445
1758425,3239295,1318465
1758616,3239645,1318500
1758641,3239695,1318505
1758725,3239850,1318520
1758812,3240010,1318535
1759162,3240660,1318600
1759245,3240810,1318615
1759267,3240850,1318620
1759576,3241410,1318675
1759609,3241470,1318680
1759668,3241580,1318690
1759722,3241675,1318700
1759798,3241815,1318715
1759824,3241865,1318720
1759854,3241920,1318725
1759911,3242025,1318735
1759938,3242075,1318740
1760007,3242205,1318755
1760100,3242380,1318770
1760251,3242655,1318800
1760434,3242985,1318835
1760552,3243200,1318855
1760722,3243510,1318885
1760739,3243540,1318890
1760803,3243655,1318900
1760922,3243870,1318920
1760990,3243995,1318935
1761031,3244070,1318940
1761121,3244235,1318960
1761227,3244425,1318975
1761232,3244435,1318980
1761325,3244605,1318995
1761439,3244815,1319015
1761444,3244825,1319015
1761781,3245435,1319080
1761851,3245560,1319090
1762081,3245975,1319130
1762092,3245995,1319135
1762154,3246110,1319145
1762180,3246155,1319150
1762204,3246200,1319155
1762308,3246390,1319175
1762392,3246545,1319190
1762473,3246695,1319205
1762480,3246710,1319205
1762569,3246875,1319220
1762595,3246920,1319225
1762705,3247125,1319245
1762797,3247295,1319265
1762877,3247440,1319280
1762935,3247545,1319290
1763017,3247695,1319305
1763023,3247705,1319305
1763296,3248210,1319355
1763626,3248810,1319415
1763772,3249075,1319440
1763974,3249445,1319480
1764182,3249820,1319515
1764414,3250240,1319560
1764542,3250470,1319580
1764620,3250610,1319595
1764728,3250805,1319615
1764789,3250920,1319625
1764853,3251035,1319640
1764984,3251280,1319660
1765223,3251730,1319705
1765394,3252045,1319740
1765412,3252075,1319740
1765598,3252420,1319775
1765663,3252540,1319790
1765788,3252770,1319810
1765819,3252825,1319815
1765944,3253060,1319840
1765996,3253160,1319850
1766011,3253185,1319855
1766171,3253490,1319885
1766186,3253520,1319885
1766312,3253755,1319910
1766329,3253790,1319915
1766522,3254150,1319950
1766567,3254235,1319960
1766605,3254305,1319965
1766640,3254370,1319970
1766657,3254405,1319975
1766706,3254495,1319985
1766712,3254510,1319985
1766722,3254530,1319985
1766941,3254945,1320030
1766953,3254965,1320030
1767194,3255420,1320075
1767218,3255465,1320080
1767438,3255870,1320120
1767453,3255900,1320125
1767458,3255910,1320125
1767567,3256115,1320145
1767610,3256190,1320155
1767692,3256345,1320170
1767722,3256400,1320175
1767738,3256430,1320175
1767767,3256485,1320185
1767896,3256735,1320205
1768013,3256955,1320230
1768328,3257545,1320290
1768350,3257585,1320295
1768395,3257670,1320300
1768432,3257740,1320310
1768551,3257965,1320330
1768649,3258150,1320350
1768818,3258470,1320380
1769137,3259060,1320440
1769337,3259420,1320475
1769351,3259445,1320480
1769382,3259500,1320485
1769397,3259530,1320485
1769520,3259755,1320510
1769568,3259845,1320520
1769639,3259975,1320530
1769652,3260000,1320535
1769795,3260265,1320560
1769826,3260320,1320565
1769888,3260435,1320580
1769926,3260505,1320585
1770070,3260770,1320610
1770108,3260840,1320620
1770181,3260975,1320630
1770511,3261570,1320690
1770570,3261675,1320700
1770712,3261930,1320725
1770757,3262010,1320735
1770940,3262345,1320770
1770947,3262360,1320770
1771017,3262490,1320785
1771086,3262615,1320795
1771119,3262680,1320800
1771137,3262710,1320805
1771173,3262780,1320810
1771264,3262950,1320830
1771265,3262955,1320830
1771325,3263065,1320840
1771370,3263155,1320850
1771726,3263815,1320915
1771750,3263855,1320920
1771779,3263910,1320925
1771870,3264075,1320940
1771927,3264175,1320950
1772245,3264755,1321010
1772333,3264915,1321025
1772414,3265065,1321040
1772489,3265205,1321055
1772563,3265340,1321070
1772654,3265505,1321085
1772667,3265525,1321085
1772826,3265820,1321115
1772839,3265845,1321120
1772846,3265855,1321120
1773066,3266265,1321160
1773263,3266620,1321195
1773281,3266655,1321200
1773292,3266675,1321200
1773403,3266880,1321220
1773423,3266915,1321225
1773792,3267585,1321295
1774058,3268060,1321340
1774080,3268100,1321345
1774190,3268300,1321365
1774322,3268535,1321390
1774380,3268640,1321400
1774458,3268780,1321410
1774483,3268825,1321415
1774526,3268900,1321425
1774575,3268990,1321435
1774589,3269020,1321435
1774758,3269330,1321465
1775102,3269950,1321530
1775380,3270455,1321580
1775383,3270460,1321580
1775390,3270475,1321580
1775393,3270480,1321580
1775398,3270490,1321585
1775552,3270775,1321610
1775617,3270900,1321625
1775634,3270930,1321625
1775692,3271040,1321640
1775696,3271050,1321640
1775718,3271090,1321645
1775886,3271410,1321675
1776074,3271765,1321710
1776266,3272120,1321745
1776510,3272580,1321790
1776531,3272620,1321795
1776574,3272700,1321805
1776576,3272705,1321805
1776645,3272835,1321820
1776720,3272975,1321830
1776826,3273180,1321850
1777027,3273560,1321890
1777053,3273610,1321895
1777070,3273640,1321900
1777226,3273930,1321925
1777233,3273945,1321930
1777236,3273950,1321930
1777331,3274130,1321945
1777380,3274220,1321955
1777384,3274230,1321955
1777444,3274340,1321970
1777514,3274475,1321980
1777632,3274700,1322005
1777725,3274875,1322020
1777858,3275120,1322045
1777871,3275145,1322050
1777890,3275180,1322050
1778017,3275420,1322075
1778129,3275630,1322095
1778482,3276280,1322160
1778529,3276365,1322170
1778737,3276750,1322210
1778827,3276915,1322225
1778886,3277020,1322235
1779012,3277255,1322260
1779085,3277385,1322275
1779173,3277550,1322290
1779335,3277850,1322320
1779339,3277860,1322320
1779460,3278085,1322345
1779680,3278500,1322385
1779693,3278525,1322385
1779855,3278830,1322415
1779882,3278880,1322420
1779943,3278995,1322435
1779990,3279080,1322440
1780007,3279115,1322445
1780009,3279115,1322445
1780018,3279135,1322450
1780222,3279525,1322485
1780640,3280290,1322565
1780681,3280365,1322570
1780954,3280855,1322620
1780996,3280930,1322625
1781225,3281345,1322670
1781264,3281415,1322675
1781332,3281540,1322690
1781448,3281750,1322710
1781778,3282350,1322770
1781791,3282375,1322770
1781830,3282445,1322780
1781879,3282535,1322790
1781998,3282755,1322810
1782094,3282930,1322825
1782208,3283140,1322850
1782221,3283165,1322850
1782278,3283275,1322860
1782434,3283570,1322890
1782511,3283715,1322905
1782576,3283835,1322920
1782592,3283865,1322920
1782646,3283970,1322930
1782692,3284055,1322940
1782748,3284165,1322950
1783158,3284930,1323025
1783184,3284980,1323030
1783189,3284990,1323035
1783234,3285075,1323040
1783252,3285110,1323045
1783296,3285195,1323055
1783341,3285280,1323060
1783417,3285425,1323075
1783569,3285715,1323105
1783612,3285795,1323115
1783625,3285820,1323115
1783759,3286080,1323140
1783769,3286095,1323145
1783979,3286490,1323185
1784014,3286555,1323190
1784236,3286965,1323230
1784539,3287525,1323285
1784580,3287600,1323295
1784587,3287610,1323295
1784588,3287615,1323295
1784651,3287730,1323305
1784775,3287965,1323330
1784901,3288195,1323355
1784940,3288270,1323360
1785082,3288530,1323385
1785170,3288690,1323405
1785191,3288730,1323405
1785458,3289225,1323455
1785558,3289410,1323475
1785759,3289775,1323510
1785801,3289855,1323520
1785821,3289890,1323525
1785843,3289935,1323525
1785888,3290020,1323535
1785893,3290025,1323535
1786082,3290385,1323575
1786139,3290495,1323585
1786218,3290645,1323600
1786280,3290760,1323610
1786292,3290785,1323615
1786296,3290795,1323615
1786567,3291310,1323665
1786708,3291575,1323690
1786752,3291660,1323700
1787000,3292120,1323745
1787202,3292490,1323785
1787216,3292515,1323785
1787243,3292565,1323790
1787484,3293010,1323835
1787542,3293115,1323845
1787599,3293220,1323855
1787668,3293350,1323870
1787690,3293390,1323875
1787753,3293510,1323885
1787819,3293635,1323900
1787888,3293765,1323910
1787934,3293855,1323920
1788005,3293990,1323935
1788051,3294080,1323940
1788093,3294160,1323950
1788111,3294195,1323955
1788454,3294850,1324020
1788467,3294875,1324020
1788680,3295275,1324060
1788751,3295405,1324075
1788778,3295455,1324080
1788885,3295650,1324100
1788987,3295840,1324120
1789011,3295885,1324120
1789309,3296430,1324175
1789382,3296565,1324190
1789422,3296635,1324200
1789442,3296675,1324200
1789470,3296725,1324205
1789479,3296745,1324210
1789503,3296790,1324215
1789742,3297235,1324260
1789858,3297455,1324280
1789946,3297615,1324295
1790206,3298095,1324345
1790216,3298110,1324345
1790315,3298295,1324365
1790594,3298800,1324415
1790681,3298955,1324430
1790722,3299030,1324435
1790859,3299285,1324465
1790867,3299300,1324465
1790889,3299340,1324470
1790893,3299345,1324470
1790999,3299545,1324490
1791099,3299730,1324505
1791303,3300105,1324545
1791539,3300535,1324590
1791549,3300555,1324590
1791756,3300930,1324625
1791833,3301070,1324640
1792018,3301410,1324675
1792061,3301490,1324685
1792113,3301590,1324695
1792157,3301670,1324700
1792174,3301700,1324705
1792182,3301715,1324705
1792293,3301925,1324725
1792330,3301995,1324735
1792378,3302085,1324745
1792558,3302420,1324775
1792911,3303055,1324840
1793023,3303255,1324860
1793041,3303290,1324865
1793078,3303355,1324870
1793194,3303570,1324890
1793265,3303700,1324905
1793496,3304120,1324945
1793497,3304120,1324945
1793544,3304205,1324955
1793622,3304350,1324970
1793651,3304405,1324975
1793669,3304435,1324980
1793948,3304940,1325030
1793984,3305005,1325035
1794010,3305055,1325040
1794445,3305835,1325120
1794520,3305970,1325130
1794540,3306005,1325135
1794773,3306425,1325175
1794889,3306635,1325195
1794900,3306655,1325200
1794951,3306745,1325210
1795366,3307505,1325285
1795375,3307520,1325285
1795414,3307590,1325295
1795431,3307625,1325295
1795506,3307765,1325310
1795543,3307835,1325320
1795667,3308070,1325340
1795880,3308475,1325380
1795954,3308610,1325395
1796010,3308715,1325405
1796076,3308840,1325420
1796170,3309015,1325435
1796289,3309235,1325460
1796488,3309605,1325495
1796762,3310110,1325545
1796805,3310185,1325555
1796945,3310445,1325580
1796972,3310490,1325585
1796982,3310510,1325585
1796992,3310530,1325585
1797026,3310595,1325595
1797097,3310725,1325605
1797188,3310900,1325625
1797593,3311655,1325700
1797832,3312095,1325745
1798201,3312765,1325810
1798292,3312925,1325825
1798387,3313100,1325845
1798513,3313330,1325865
1798614,3313510,1325885
1798635,3313545,1325890
1798655,3313585,1325895
1799078,3314350,1325970
1799118,3314425,1325975
1799137,3314460,1325980
1799167,3314515,1325985
1799284,3314730,1326005
1799331,3314815,1326015
1799412,3314965,1326030
1799729,3315545,1326090
